label,text
Politics,"LEGAL LebaneseArmenian Prisoner on Hunger Strike in Baku SOAR Appeals to ICRC   Urgent Appeal for Access and Communication Rights for Prisoners in Azerbaijan   Report on RA Prosecutors Office  Activities under Debate   Independent Researcher Barred from Open Military Trials in Baku Faces Harassment   The application of the law will inevitably lead to a number of human rights violations including the rights to respect for private life and freedom of peaceful assembly   Red Flag Alert Axis of Genocide  USA Azerbaijan Trkiye Israel Russia  the Era of Acceptable Genocide   Rep Chris Smith Leads Capitol Hill Hearing Spotlighting Azerbaijans Genocide of Artsakh Armenian Prisoners   Tom Lantos Human Rights Commission Hearing Focuses on Azerbaijans Abysmal Human Rights Record   Annual report on activities of RA Human Rights Defender for  debated   There is a certain structural and substantive gap between justice and the sovereign that is people in Armenia The Prime Minister participates in the conference entitled Justice as a Tool for Achieving Fairness,"
Politics,"LEGAL Tigran Khachatryans Lawyer in RF Reveals Substantial Violations in the Criminal Case Investigation Process The Defense is Convinced that Tigran Khachatryan is Innocent the Jury Will Acquit Him   Convention for Protection of Human Rights and Dignity of Human Being with regard to Application of Biology and Medicine debated   It is necessary to introduce regulations in our countrys legal system that pertain to the principles of cooperation between Armenia and the International Criminal Court ICC   Ms Anahit Manasyan highly appreciated the effective cooperation formed with the Council of Europe emphasizing the important role of the programs implemented jointly with the organization in the development of the human rights protection system in Armenia   The Prime Minister visits the administrative complex of the newly built Patrol Service and Operational Management Center of the Ministry of Internal Affairs   Members of NA Standing Committee on Protection of Human Rights and Public Affairs meet with CoE experts    Human Rights and Humanitarian Forum to be held in Los Angeles on May    New Evidence of Transnational Criminal Group Activities Financial Frauds of Secret Witness Revealed   Armenian Legal Center Condemns Armenias Withdrawal of Arrest Warrant for Azerbaijani War Crimes Suspect   PM Pashinyan chairs discussion on the implementation of the  Strategic Plan for Police Reforms,"
Politics,"LEGAL David Vardanyan Son Of Armenian Political Prisoner Ruben Vardanyan To Speak At Assemblys Spring  Advocacy Summit   In her speech the Human Rights Defender of the Republic of Armenia touched upon the problematic nature of the processes implemented against ethnic Armenians arbitrarily detained in Azerbaijan from a human rights perspective and the importance of their immediate release   The Union Of Journalists Of Armenia Is Raising An Alarm    Artak Beglaryan Urges International Actions at Danish Parliament Symposium to Release Hostages Reach Justice and Protect Armenia   The hunger strike was not just a protest but an attempt to draw attention to the injustice of the trial Ruben Vardanyan suspended his hunger strike   These reports also expose the orchestrated court trials as well as the torture and inhumane treatment they endure in Azerbaijani prisons Arman Tatoyan   A firm stance from the United Kingdom and a strong message that Human Rights violations will not be tolerated will help ensure that justice prevails   Ruben Vardanyan and all Armenians are awaiting your weighty balanced words and wise counsel An appeal to the Catholicos of All Armenians   Free Armenian Hostages Protest in Berlin Calls for Immediate Action Against Azerbaijans Unlawful Detentions   Armenia has not taken any of these basic actions for the Armenian prisoners held in Azerbaijan Lawyer of Ruben Vardanyan Jared Genser,"
Politics,"LEGAL Nicolas Aznavour Now it is our turn to stand for Ruben We must urge him to end his hunger strike and allow usArmenians across the worldto help him bear this burden   Certain MPs are particularly enthusiastic about the trial of Ruben Vardanyan It is evident that Azerbaijans oil lobbying has influenced these European uninformed parliamentarians  Mane Tandilyan   Prime Minister Nikol Pashinyan and Minister of Foreign Affairs Ararat Mirzoyan can do much more The statement of Ruben Vardanyans family lawyer   We appeal to the family and lawyers of international humanist philanthropist and public figure Ruben Vardanyan with a request to convey him our urge to end his hunger strike   We urge you to mobilize your resources and networks to advocate for justice and uphold fundamental humanitarian standards We can make a tangible impact and potentially save lives Satik Seyranyan   We strongly urge you to take a resolute stance against the Aliyev regime to defend justice human dignity and the rule of law before its too late AGBU   We call upon the international community human rights organizations and states to adopt a decisive position towards the Republic of Azerbaijan demanding an end to systematic violations of human rights and international humanitarian law Call to the International Community   We are particularly concerned about the deteriorating health condition of Ruben Vardanyan who has declared a hunger strike   Deprived of a fair trial and held on fabricated charges Vardanyan is risking his health to expose these injustices   Open letter to Spoljaric Egger Conduct an immediate visit to Ruben Vardanyan to carry out an independent medical assessment,"
Politics,"LEGAL Ruben Vardanyan and all our other hostages and captives must be immediately released every minute and hour of their captivity is a grave crime   Prisoners living with HIV were discriminated against not only by other prisoners but also by health care providers   I renounce my ECHR victory Hovhannes Ishkhanyan   Ultimately we must determine to what extent the administrative oversight imposed by the court on Edgar Ghazaryanwhich directly prohibits him from speaking and criticizing certain officialsfits within the standards of democracy and freedom of speech Taguhi Tovmasyan   Send the OSCE PA Monitoring Mission to Baku to Observe the Sham Trials of Armenian POWs Lilit Galstyan   Turkish court issues  life sentences for journalist Hrant Dinks murder   Azerbaijans Ongoing Persecution of Christian Armenians The Case of Vicken Euljekjian   Sham trial of Artsakh leaders continues in Azerbaijan   Insufficient procedural safeguards against partiality in Armenian Supreme Judicial Council case   Allegations of terrorism and forming illegal armed groups are politically motivated and violate norms of international humanitarian law Taguhi Tovmasyan,"
Politics,"LEGAL Armenia extradited two individuals to Trkiye   The Defenders continuous monitoring demonstrates that even before individuals were illegally deprived of their liberty they were already being labeled as criminals and guilty at the highest level of authorities in Azerbaijan   Petition to UN bodies and member states demanding immediate release of Armenian hostages in Azerbaijan   Human Rights Defenders Call for International Monitoring of Trials of Armenian detainees in Baku   New charge against killer of Turkish journalist Hrant Dink dropped over statute of limitations   May these holidays renew and reaffirm the awareness that the daily unwavering mission of protecting and promoting human rights and the fight for justice and equality are the cornerstones upon which democratic societal systems are built Anahit Manasyan   Michael Sukkar MP Sponsors Armenian Political Prisoner Bako Sahakyan   The Human Rights Defender Anahit Manasyan met with Vassilis Maragos   Legal Team for Armenian Humanitarian and Political Prisoner Condemns Azerbaijans New Spurious Charges Threatening Life Imprisonment    The US Department of State Bureau of International Narcotics and Law Enforcement Affairs INL recognizes Srbuhi Galyan as an AntiCorruption Champion for her work to establish asset forfeiture as a crucial tool in the fight against corruption,"
Politics,"LEGAL December  is recognized as International Anticorruption Daya moment to emphasize the destructive impact of corruption and the pressing need to combat it   The arrest of Ruben Vardanyan was a very clear signal to the entire Armenian nation David Vardanyan   In the Azerbaijan v Armenia case the Court upheld Armenias preliminary objections regarding jurisdiction ratione temporis and ratione materiae   The Court finds that it has jurisdiction on the basis of Article  of the International Convention on the Elimination of All Forms of Racial Discrimination to entertain the Application filed by Armenia   There is no lack of political will for establishing fairness and justice rooting out corruption in Armenia Prime Minister   We express confidence that Hovhannes Avetisyan being a lawabiding citizen will support the conduct of an impartial investigation to reveal the truth The AntiCorruption Coalition of Civil Society Organizations of Armenia   ArmenianAmerican Tigran Gambaryan Returns to US After MonthsLong Unjust and Abusive Detention in Nigeria   ECHR Requests Clarification from Armenian Government Regarding Alleged Inadequate Medical Care for Gagik Khachatryan   Evaluation of judges in Armenia Judicial Code amendments assessed recommendations to improve the process and safeguard judicial independence provided   PACE recognises Julian Assange as a political prisoner and warns against the chilling effect of his harsh treatment,"
Politics,"LEGAL Ambassador Kvien expressed the heartfelt gratitude for their efforts to safely return a kidnapped American citizen and bring the perpetrators to justice   Armenian Bar Association Files Global Magnitsky Sanctions Complaint Against Turkeys SADAT   It is important for all stakeholders including international actors engaged in human rights protection to make active efforts to guarantee the rights of ethnic Armenians deprived of their liberty in Azerbaijan and to facilitate their return Human Rights Defender of Armenia   Committee of Ministers on the implementation of ECHR judgments Chiragov v Armenia and Sarsyan v Azerbaijan property rights during the NagornoKarabakh conflict in    UN Child Rights Committee publishes findings on Argentina Armenia Bahrain Israel Mexico and Turkmenistan   One Year after Azerbaijans Invasion of NagornoKarabakh Victims Beglaryan and Stepanyan File Complaint to ICC Prosecutor for Crimes against Humanity   Bulgarian border guards made Armenian tourists wait for hours then days at the airportTaguhi Tovmasyan   Armenian Constitutional Referendum Planned For    Hopes Raised For Armenian Oppositionists Release From Jail   Man Prosecuted For Throwing Apple At Pashinyan,"
Politics,"LEGAL Former State Radio Chief Challenges Sacking In Court   Arrest Warrant Sought For Armenian Town Mayor   Jailed ExDefense Chief Granted Bail   Vladimir Vardanyan Membership in International Criminal Court is one of important components of security system of our country   Armenian High Court Judge Faces Seven Years In Prison   Yerevan District Chiefs House Arrest Replaced With Custody   Mariam Poghosyan The efficiency of the public administration also depends on the right cooperation with the civil society   The meeting of the Open Government Partnership initiative was held with the participation of the state system bodies   Philippe Raffi Kalfayan Return of Armenian prisoners held in Baku is matter of national dignity    Car Bought For Armenias Top Investigator,"
Politics,"LEGAL Azerbaijans Human Rights Abuses Should Bar it From Ever Hosting the COP Summit   Kocharyan Expected To Again Stand Trial   Luis Moreno Ocampo Calls on Armenians to Expose all the Abuses of President Ilham Aliyev   The European Social Charter is a Council of Europe treaty that guarantees fundamental social and economic rights   AntiGraft Body Avoids Action Against Armenian Ministers Wife   Health Minister Defends Green Light For Deadly Stun Grenades   Arman Tatoyan presented to international journalists the evidence of Azerbaijani criminal acts in the border settlements of Artsakh and Armenia   Gun Violence Also On Rise In Armenia   The European UnionArmenia Strategic Justice Police Dialogue was held in Yerevan   Government Panel Meets On New Constitution Sought By Pashinyan,"
Politics,"LEGAL Tigran Khachatryan and Uzra Zeya referred to the importance and necessity of continuity of the implementation of the programs aimed at the fight against corruption   I consider that in some respect we have been late from the viewpoint of the adoption of this law in different issuesAnahit Manasyan   NA Presidents statement on nominating candidates for vacant position of judge of Court of Cassation   We continue to deepen USArmenian collaboration on every level Under Secretary Zeya   Serj Tankian criticizes Imagine Dragons performance in Azerbaijan cites countrys human rights abuses   Another Karabakh Armenian Sentenced In Azerbaijan   Parliament debates issue of election of members of Corruption Prevention Commission   In the letter I mentioned how the police forces used disproportionate force against the citizens who were carrying out a peaceful demonstration Taguhi Tovmasyan   Conditions for brothers to serve in same military unit to be specified   Armenian Opposition Leaders Arrest Extended Again,"
Politics,"LEGAL Employees of National Security Service bodies of NagornoKarabakh to be able to join RA National Security Service   Probe Launched Into Armenian Ruling Partys Finances   Committee endorses proposed addendum to law on Service in National Security Bodies   Initiative raises age limit of persons entitled to use assisted reproductive technologies   The CPT decided to issue a public statement in respect of Azerbaijan   Arman Tatoyan held threeday working discussions related to the Armenian people in international and US courts   Yerevan District Chief Moved To House Arrest After Posting Hefty Bail   I am sure that there is no other way in terms of achieving the goal of building a stable and democratic societyAnahit Manasyans congratulatory message   Antitorture Committee CPT issues public statement on Azerbaijan   The Azerbaijani peace building authorities propaganda presents new occupation demands to Armenia this time with a more sobering list,"
Politics,"LEGAL Key institutions of the democratic state are repeatedly ignored by the governmentLilit Galstyan   A special reference was made to the protection of the rights of people forcibly displaced from Nagorno Karabakh   What steps are being taken for the return of the  Armenian prisoners held in Baku and the militarypolitical leadership of Artsakh The response from MFA about prisoners   Justice has been and continues to be the number one expectation of Armenian citizensPashinyan   The State Protection Service as a special service ensuring the security of the state and the public must continuously develop and strengthen   At the world championship of cynicism PACE led the group of leaders in international structures  Armen Ashotyan   This important event underscores our shared commitment to strengthening border securityAmbassador Kvien   Anahit ManasyanThe state should take clear steps to prevent torture cases   Karabakh Factions Slam Armenian Government Repression   The Armenian authorities should reconsider the requirement of historical formation in the Republic of Armenia as part of the definition of national minorities,"
Politics,"LEGAL The Regime that Rules Armenia has Crossed All Red Lines Must be Disposed of ASAP   Armenian Company Raided After Owners Antigovernment Calls   Several grenades one after the other thirty seconds apart exploded next to me I felt worse I was suffocatingNarek Hayryan   USArmenia Local Democracy Forum held in Yerevan   Alarmingly the authorities along with Prime Minister Nikol Pashinyan have defended these police actionsLemkin Institute for Genocide Prevention   The police are obliged to immediately hold a press conference and report to the public the legal and professional justifications for the proportionality of their actions and the necessity of using disproportionate force on June    Armenia Violence during street protests must be investigated Amnesty International   Annual Report on Activity of RA Audit Chamber of  presented for debate of parliament   Initiative aimed at designing effective toolset for law enforcement bodies in combatting cybercrime   We were shocked to learn of the horrors that my father has had to endure We urge the UN to hold the Azerbaijan Government accountableRubens son David Vardanyan,"
Politics,"LEGAL Parliament debates issue of electing a candidate for judge of Court of Cassation   Development of infrastructure is one of the most important directions for Armenias sovereignty independence and independent developmentHakob Arshakyan   We strongly condemn and demand accountability   Several problems existing for our compatriots forcibly displaced from Nagorno Karabakh to get appropriate solutions   It is proposed to establish exceptions in terms of providing information to tax bodies   Police service to be established adopting draft with modern and international standard weapons   Protesters Police Clash Outside Armenian Parliament Photo series   Business entities to be obliged to implement the requirement to provide the area with video surveillance systems after the package of drafts coming into force   Adoption of draft to enable voters to get acquainted with information regarding conduct of elections in a publicly accessible way   Preservation and protection of cultural heritage to become a more systematic process with adoption of new regulations,"
Politics,"LEGAL It is proposed to set minimum age for marriage at  with no exceptions   There is no information from the father of  minor children The opposition figures wife warns   A signing ceremony of the Agreement between the Government of the Republic of Armenia and the US Government on mutual assistance of their customs authorities was held   EU allocates  million grant to Armenia for justice reforms   It is proposed the enclosed ones to define  the rate of the income tax in case of a big win exceeding  million drams   We  Human Rights Activists Present a Red Beret to the Defender of Human RightsRuben Melikyan   Rustam Bakoyan proposes to set minimum age for marriage at    It is proposed to form effective legislative bases in the context of combatting cybercrime   Nikol Pashinyan The design implies a certain code of conduct and the attitude towards justice is also formed through this component   Initiative on state property privatization process debated,"
Politics,"LEGAL Armenia to join automatic exchange system on financial accounts by adoption legislative initiative   I consider important the fact that according to the regulations of the draft the independence of the Human Rights Defender is preserved Anahit Manasyan   Issues aimed at improving the tax sector discussed under the leadership of the Prime Minister   The citizens face bears the mark of a policemans shoe Where are the proceedings in that case Your system will devour you in the endElinar Vardanyan   Armenia detains scores of Azerbaijan land deal protestersThe Lemkin Institute   ExPresident Serzh Sargsyan Acquitted In Corruption Trial   Police Protesters Clash In Yerevan   The Baku court rejected the appeal of Ruben Vardanyan   Hundreds Arrested At Protests Against Armenian Government Azatutyun   Karabakh Mayor Arrested After Meeting Armenian Protest Leader,"
Politics,"LEGAL The bill providing for amendment in the Tax Code of the Republic of Armenia was debated   It is proposed to clarify ambiguities in Law on Trade and Services   It is proposed to reduce difference between tax burdens of general taxation system and turnover tax system   Committee votes for proposed addenda and amendments to Law on Military Service and Status of Servicemen   Monitoring Committee welcomes Armenias electoral reforms   Document or circumstance confirming the fact on citizens perfect notification to be established   Armenian Lawyers On Strike Over Tax Rise   Draft proposes to introduce a code of rules in corporate governance systems   Protesters Detained Outside Armenian Border Village   It is designed to reduce difference between existing tax burden in general system of taxation and tax burden of turnover tax system,"
Politics,"LEGAL Executive proposes to specify work of some persons holding positions in state governance system   The ICC Should Consider the New Armenian Genocide Petition   Armenian Border Village Again Cordoned Off By Police   Should we be concerned about the UK deporting asylum seekers to Armenia   Liability for misrepresented information is proposed   Anahit Manasyan and Maxim Longangue discussed recent cases of alleged obstruction of the professional activities of journalists   It is proposed to define by initiative with Civil Code the notion of Corporate Governance Code   Prosecutors Name No Foreign Agents Alleged By Pashinyan   The United States supports the important work the Human Rights Defenders office does to monitor and defend human rights in Armenia   he Vardanyan family call on representatives of the international community to demand for Ruben Vardanyans and the  other Armenian prisoner unconditional release,"
Politics,"LEGAL Union of Journalists of Armenia alert to law enforcement system international organizations and call to journalists   Armenian Hospital Chief Fired For Political Views   Control of slaughterhouse activities to be tightened with adoption of drafts   Yeghishe Kirakosyan reported on the comparative analysis of the complaints communicated by the ECHR to the Government of the Republic of Armenia   Scores Arrested As Antigovernment Protest Continue In Armenia   The Union of Journalists of Armenia urge the leadership of the Ministry of Internal Affairs to restrain the instincts of their employees and the Investigative Committee to end the practice of applying double standards   Ways of notifying citizens increased   USAID is supporting the development of Armenias justice sector   UN Committee Against Torture Releases Significant Findings Against Azerbaijan Concerning Torture of and State Hatred Towards Ethnic Armenians   Pashinyan bears responsibility for any statements that deny or downplay the Armenian Genocide,"
Politics,"LEGAL The Council for the Prevention of Torture is a very important platform for listening to our civil society partnersHuman Rights Defender   Pashinyan Will Have Blood on His Hands If FrenchArmenian Dies at Yerevan Airport   The Human Rights Defender is in Geneva to participate in the annual meeting of the Global Alliance of National Human Rights Institutions   Alen Simonyan underscored that they will not let Armenia lose the independence   The law is adapted and served to politics and political interestsArman Tatoyan   The rights and security of the local population shall be taken into account in the context of delimitation and demarcation processes in Tavush marz   World Press Freedom Day is an occasion to highlight the ongoing harassment of press and freedom of speech in Armenia   Disability Inclusion and Gender Dynamics of the Armenia Refugee Crisis   The state is obliged to bear all the consequences including through compensation and other different formatsAnahit Manasyan   Armenian Legal Center Files Global Magnitsky Act Sanctions Cases Against Azerbaijani Officials,"
Politics,"LEGAL Report on activity of RA Central Electoral Commission for  debated in Parliament   The purpose of the adoption of the draft law is to form legislative bases in the state administration system for carrying out functions of the assessment of the budgetary programmesVahan Sirunyan   It is proposed to define notion of QR code in Tax Code   Government proposes amendments in legislation regulating gaming sphere   An opportunity to be given to render state services in communities by establishing an authorizing norm   Whatever has happened is the result of the double standards adopted by the law enforcement service   Gagik Khachatryans prolonged denial of medical care amounts to torture attorney   It is proposed to reform legislation regulating media sphere   Report on activity of RA Prosecutors Office for  debated at committee sitting   Armenian Prosecuted For Jeering Pashinians Wife,"
Politics,"LEGAL It is designed to add the number of operators rendering digital services in settlements   New regulations for fulfillment of tax obligations of organizers engaged in gaming activities   Tigran Hakobyan Such regulations should be found so that the channels of foreign countries do not impose the political agenda that is alien to us   Artak Beglaryan and Raffi Kalfayan Present Azerbaijani Crimes to UN Committee against Torture in Geneva   It is high time to talk with Azerbaijan in the language of sanctionsMane Tandilyan   More Antigovernment Protesters Detained In Armenia   Scores Arrested At Opposition Rally In Yerevan   The US Embassy and Armenias Prosecutor Generals Office and Ministry of Internal Affairs cooperated to extradite a wanted fugitive to the US   Azerbaijan should not be allowed to file complaints about actions that took place before it joined convention Lawrence Martin   Armenia completely rejects Azerbaijans claims of ethnic cleansing Lawrence Martin,"
Politics,"LEGAL Armenians Arrested Over Protests Against Land Handover To Azerbaijan   In  the deportation of Artsakh Armenians was carried out by Azerbaijan In the st century Armenians have once again faced massacres and forced displacements   Report on Activity of CEC for  debated   It is clear that expecting any fairness or justice from the Azerbaijani authorities is simply pointlessArman Tatoyan   Alarmingly around  of children across  countries report feeling at risk of sexual abuse or exploitation online with one in three under  years oldSona Ghazaryan   Ruben Vardanyan in Baku Launches Hunger Strike   The International Criminal Court Could Investigate President Aliyev for Genocide Against the Armenians   Court Orders House Arrest Bail For Man Who Confronted ProGovernment Lawmaker   Armenia Council of Europe anticorruption body GRECO calls for stronger oversight and accountability in top executive functions and the police   Armenia press freedom and freedom of expression under threat,"
Politics,"LEGAL Armenia Council of Europe anticorruption body GRECO calls for stronger oversight and accountability in top executive functions and the police   The Union of Journalists of Armenia strongly condemns Khachatur Sukiasyans outrageous behaviour and appeals to international institutions   One of the beaters closed Samvels mouth so that he would not scream or call for help Human rights defenders provide details about Samvel Vardanyans brutal beating am   US Enhances Support For Armenia At The USEU HighLevel Meeting   We want to create institutes in Armenia and put continuous mechanisms of development at their basis Nikol Pashinyan   Azerbaijans position is inconsistent with its own position in the Azerbaijan v Armenia case Constantinos Salonidis   What President of Azerbaijan calls its patriotic war resulted in the complete ethnic cleansing of NagornoKarabakh Pierre dArgent   Azerbaijan imposes hate speech against Armenians Yeghishe Kirakosyan   It is proposed to mark August  as a Memorial Day of Sinjar Yazidis Genocide Victims in    Armenia Reacts To Reported Talks With UK On Migrants Deal,"
