Content
"Meet Araksya Melikyan  Best Actress award winner   Katia Guiragossian Dreaming about Dreamhouse of Manouchians   Artists Bring International Repertoire Humor to Frankfurt Performance   A Young Boys Karabakh Journey in My Sweet Land   Mary Kouyoumdjian A Composer Comes of Age   The Other Theater Continues to Amaze   In the Area of Consciousness and Subconsciousness   Ambassador Kvien enjoyed learning about the world of medieval Armenian craftsmanship   Erhan Arks Journey to the Stations of the Armenian Genocide and Beyond   Memorializing the lost villages of Western Armenia,"
"Dear Mountains Interview with Karen Ouzounian and Lembit Beecher   Beyond the boundaries of sanctity An invitation to live with the Armenian language   Hear Serj Tankian team with Armenian rockers Nemra on new song Im Afraid of Stars   Unveiling the Komitas statue in Watertown   Armenia Blocks Artsakh Movie From Nomination for Oscars   The documentary Genocide  Artsakh Ethnic Cleansing Has Been Nominated For an Emmy   Marina Margarians Musical Journey Captivates at Rockport   Soak up cultural heritage and plenty of wine on a day trip from Yerevan Armenia   Artistic expression is a very personal endeavour it reflects ones life emotions cultural foundation and identity   Khachaturian International Youth Competition launched in China with performance by Music for Future Foundations Cellist Mari Hakobyan,"
"th Armenia International Music Festival Wraps Up   A Celebration of Talent and Cultural Exchange   The Prime Minister attends the opening ceremony of Yervand Manaryans statue   The th ReA International Animation Film Festival has officially started   Armenia Reveals Leos song and music video for the Junior Eurovision    Armenia to host emerging classical talent at Eurovision Young Musicians    Armenian State Symphony Orchestra concert tour to Paris   Atom Egoyan Wins the International Award of The Benalmdena Film Festival Spain   Culture as a means of antiArmenian propaganda   If in  years we see Armenian names in Vienna that musician will surely have a connection with our Foundation  Sergey Smbatyan,"
"It is an Ode to a Man who Despite all the Hardships and Obstacles Never Stopped Believing in Peace Goodness and Justice   The Delegation of ACE Explored the Rich History and Promising Future of Armenias Winemaking Tradition   Legendary Plcido Domingo will Give a Concert in Yerevan   Foundation for Armenian Science and Technology Appoints Suzanna Shamakhyan as Executive Director and Expands Board of Directors   Recipients of Galvanizing Diaspora Program Announced   Team from UCLA and Armenias Institute of Archaeology and Ethnography made an important discovery at Masis Bloor   Memorial to Aurora Mardiganian and the Martyrs of the Armenian Genocide Unveiled in Yerevan   BANA Angels collaborates with WCITDigiTec for the first time to host Investor Tour to Armenia   Tigran Tsitoghdzyans Hyperrealism Comes to Watertowns Armenian Museum   RealTime Genocide Artsakh  Davit Ghahramanyans Photos Exhibited in the Historic Russell Senate Office Building,"
"Leo to represent Armenia at the  Junior Eurovision Song Contest   Debut Performances in India by Maestro Sipan Olah and Klingen Chamber Ensemble from London A Cultural Celebration Across Kolkata New Delhi and Chennai   Jazz on Twisting Road   The Bambir Manifest With a Fresh Roar In Their New Album Mankakan Khagher Childrens Games   Azerbaijan has destroyed the cemetery of the village of Drakhtik   Visit to the Morgan Library and Museum in New York   Voskanyan Puts Contemporary Spin on the Tar   The th Armenia International Music Festival Your Gateway to Discover Armenia   Matenadarans delegation is in the United States of America   Hasmik Harutyunyan An Interesting Challenge to Express Oneself in Different Environments,"
"I smell smoke the continuing destruction of Armenian cultural sites The Armenian Weekly   Conductor Sergey Smbatyan will open the Malta Philharmonic Orchestras  season with Armenian virtuoso Sergey Khachatryan   Zelensky awarded Parajanov posthumously with National Legend of Ukraine award   Armenia on track to welcome worlds tallest statue of Christ   Our collaboration in cultural preservation highlights the strong partnership between our nations Ambassador Kvien   Preservation effort underscores the United States commitment to supporting the conservation of Armenias cultural heritage   Elif Shafak As a Writer in Turkey You Can Be Attacked Put on Trial Imprisoned   French film giant Alain Delon dies aged    Another brainwashing event by the Aliyev regime   Reference was also made to the threats to the Armenian historical and cultural heritage of Nagorno Karabakh,"
"Armenian Heritage Foundation of Philadelphia Inaugural Event Celebrates Centennial of Charles Aznavour   Obituary Leo Chaloukian Emmy AwardWinning Sound Designer and Former TV Academy President   Nairi Bandari on filming Eyes on Artsakh   This unique collection serves as yet another symbol of the millenniaold cultural ties and friendship between Armenia and India   Azerbaijans policy of Albanization of Armenian heritage in Vaticans official newspaper   Armenia celebrating local culture in Ijevan with EU support   What does Kutaisi Airport have that Shirak Airport lacks preventing the organization of cheap flights  Vardan Srtashyan   Review Benjamin Alexanders Ararat in America   IndiaArmenia Relations Celebrated at the th Session of the UNESCO WHC    Supporting a community of digital creatives in Ijevan,"
"Hakob Arshakyan I am deeply impressed by the beauty and harmony of the exhibition   Embassy Premieres Shine Remix Music Video By Sihasin in Collaboration with Armenian Artists   Eighth annual Armenian Film Festival returns to Sydney and Melbourne   How an Armenian Preserved Indian Heritage   Organisations from Armenia and Georgia among  residencies selected   The exceptional artistic composition will perform Puccinis opera La Bohme   The preserved head and hand from the bronze statue attributed to the goddess Anahit will be exhibited in Armenia in the fall said Zhanna Andreasyan   An honorary consulate was opened in the region of Puglia   Concert in Yerevan brings together young European and Armenian musicians   Azerbaijan Is a Top Violator of Religious Freedom Accountability Is a MustArtak Beglaryan on Newsweek,"
"The Cello in the Cells The story of Hayk Sukiasyan   Excavations at Karmir Blur unveil monumental structure at Erebuni   Serj Tankian criticizes Imagine Dragons performance in Azerbaijan cites countrys human rights abuses   Under Secretary Zeya visited Haghpat Monastery   When I Read the Script for the First Time It Drives Me Crazy  Kevin Spacey   The annual Kapan International Music Festival commenced   There were elections after the war I accept the results of those elections Atom Egoyan on Supporting the Revolution   One should shoot what they want and not follow market trends  Atom Egoyan   Kevin Spacey Visits YSTFI   Golden Apricot International Film Festival Revolutionizes the Classic Red Carpet Ritual with Unique Handwoven Contemporary Armenian Carpets,"
"st Golden Apricot International Film Festival kicked off Photo series   Christian Armenian Architecture and the Influence of the PreChristian Culture A Common Readers Perspectiv   Armenian Heritage Park on The Greenway Engaging All Coming Together   Claire Hsu Accomando Memoirs and Lessons from Armenian Nani and Her Sisters   The International Armenian Literary Alliance launches Yerevan chapter   Establishing Ties Between Our Peoples is One of the Important Goals of My Life   Golden Apricot is Armenias Cultural Window to the World Ambassador of the Kingdom of the Netherlands to Armenia   It is a great honor to work with Golden Apricot David Tursz on the festival and the film Misak and Meline Manushyan   OscarQualifying Short Film from Armenia is Now Streaming   Mickey Mouse Funhouses Vardavar episode makes a splash at Disney,"
"How Two Girls Founded a Unique TheaterBus   Hayk Mamijanyan Systematic obliteration of a rich and ancient heritage is not only a cultural tragedy but also a flagrant violation of international law and human rights   Armenia expresses its potential in various cultural fields it is at the forefront of scientific and technological research   Kevin Spacey has been named as the Guest of Honor of the  Golden Apricot Yerevan International Film Festival   Concert in Celebration of the Francophonie Days   What does it mean to write fantasy in Western Armenian   COAF Board Member and Acclaimed Actor Joe Manganiello Takes Pilgrimage to Armenia Photo series   We are saying with this message that we had such a famous compatriot and we are bringing his art and work to all corners of the world through this stamp Arayik Harutyunyan   This is another opportunity to show Parajanovs art and talk talk not only with our compatriots but also with foreignersArayik Harutyunyan   Richard R Verma visited Yerevans Engineering City,"
"Ruby Vartan on healing and transforming through art   Armenian theatre uses sign language to bring prominent women to life   It is proposed to give an opportunity to libraries to carry out certain economic activity   Preservation and protection of cultural heritage to become a more systematic process with adoption of new regulations   The Beauty is the Light At the Intersection of Music and Painting   Plcido Domingo has sung danced and conducted the orchestra Soprano Varduhi Khachatryan provides the details   My Sweet Land to premiere at the Sheffield DocFest   Arigato I hope they wont think I was bribed His Holiness Bagrat visited the Yerevan Wine Days festival   Government Defends Lavish Spending On Snoop Dogg Concert In Yerevan   Shvydkoy said Khachatryan never lived in Armenia I replied We dont want to become your branch Armen Smbatyan presents unspoken details,"
"Libraries can become socioeducational institutes for all levels of society providing informal education and entertainment environment   The Teryan Cultural Centre  Empowering Armenian Refugees from NagornoKarabakh project from Armenia is one of five winners   Notions of law on Export and Import of Cultural Values added by draft   Sihasin band visited the Armenian Genocide Memorial   Mane Brutents on creating Armenian ceramics with modern designs   Music that speaks Interview with Ara Gevorgyan    Armenian Night at the Pops to feature pianist Marta Aznavoorian   Revisiting Gyumri Armenias Cultural Capital   Charles Aznavours th Anniversary Celebrated in Yerevan and Paris   Azerbaijan which destroys monuments urges UNESCO to save Kond,"
"Legend of a century between France and Armenia Macron pays tribute to Charles Aznavour on th anniversary   Ruben Rubinyan receives delegation led by Chair of Culture Committee of Georgian Parliament   David Karamian Presents Book Armenia  The Lone Stone for TCA Metro Los Angeles Chapter   Musical Explorers at Carnegie Hall introduces children to Armenian folk music   Zhanna Andreasyan met with Mr Mehmet Nuri Ersoy Minister of Culture and Tourism of Turkey   We want to think quality and innovation when we say Armenia Emma Arakelyan   EU stands with Armenia  Stronger together   The destruction of the Holy Ascension Church in Berdzor is another manifestation of Azerbaijani vandalism   A Tribute to Prof Marjorie Housepian Dobkin   EU marks th anniversary of Sergei Parajanov by screening his films in Yerevan,"
"The pantheon of heroes in Stepanakert has become another target of destructive policy   Spring Remembrance Concert dedicated to Alexander Spendiaryan and Lazar Saryan in Montreal Canada   The Armenian scientist presented new episodes of the joint history of the Armenian and Japanese peoples   Passing through life After  collection by Narek Cosmos   Karin Poghosyans Vienna series to conclude with Beethoven   Nora Armani to perform Mercedes and Zaruhi in Boston   The manuscript page depicting the sketch of a new memorial dedicated to Aurora Mardiganian put on display in the Matenadaran   For you Charles   EUArmenia Roadmap to open new opportunities in international cultural relations and diplomacy   Boston Armenian Film Festival Celebrates Century of Cinema and Female Directors,"
"A concert took place under the high auspices of the RA NA President dedicated to onemonth of the womens holidays   Armenian Memory Writing Across Borders A Reading and Talk with Peter Balakian   Musical Armenia Performers Dazzle at Carnegie Hall   Preservation of historical cultural and spiritual heritage was one of the important directions of Ruben Vardanyans activities   The deepening of the relations with Georgia is of strategic importance for Armenia which is fixed in the action plan of the Government of Armenia for    Basics of Cinema course has been launched   From programming to rock Vahag Rush   Dinkjian and Petrosyan to Perform with Chamber Players of Greenwich Symphony in Brooklyn   Todays women are writing tomorrows history   Valerian Markarov Writing Russian and Being Armenian in Georgia,"
"Ambassador Kvien attended yesterdays official launch of events commemorating the th anniversary of the birth of FrenchArmenian singer Charles Aznavour   Every Armenian in the world has his own Charles as his most beloved chansonnier as a talented actor as a composer as the greatest philanthropistPresident of the Republic   It is proposed to clarify regulations of Law on Preservation and Use of Immovable Monuments of History and Culture and Historical Environment   Withdrawal from Armenias lawsuits against Azerbaijan in international instances will cause irreparable damage to the Republic of Armenia and the Armenian people   Navasard Hakobyan wins Dallas Operas National Vocal Competition   Expert Debunks Azerbaijans Claims of Historical Heritage in Armenia Presents List of Armenian Sites Destroyed by Azerbaijan   Hakob Ghasabian the Armenian Romo of the most famous French musical   Azerbaijani vandals destroyed a statue representing the image of a traditional Armenian grandmother   Pablo Aharonian With Ballet All Around the World   Socially Relevant Film Festival in New York spotlights Armenian cinema,"
"The Heavenly Dbut of Ruzan Mantashyan Royal Opera House in London   St Astvatsatsin Church in Khramort Became a Victim of the Azerbaijani Cultural Genocide   Ahmed Mohamed Ahmed ElTayeb expressed willingness to organize an exhibition of Arabic manuscripts kept in Matenadaran   Azerbaijan Demolishing Key Building In Karabakh   Azerbaijan systematically destroys the cultural heritage of occupied Artsakh at the state leve   Reverend Nshan and Maria Baggalians pastors of the Armenian Evangelical Church donated two valuable manuscripts and an old printed book to Matenadaran   Karin Poghosyan wows a soldout crowd on Valentines Day   The international community failed to protect the rights and even lives of the people of Artsakh now it musht protect at least the Armenian cultural and religious heritage   VivaMTS a company cultivating reading traditions   Draft law on Museums discussed in format of a work debate,"
"Exposition dedicated to Erebuni fortress and Urartu opened in Hermitage Museum in Russia   Armenian ancient monasteries Saghmosavank and Noravank appeared in Azerbaijani authorities hostile policies and occupation plans of Armenia   The Azerbaijani state policy of appropriation and destruction of Armenian historical and cultural heritage continues to grow exponentially in the occupied Artsakh   Azerbaijan removed cross from church in Artsakhs Martakert   Aivazovskys marine art on display at the National Gallery of Armenia   How a yearold alphabet shaped Armenian identity BBC Travel   The regular session of the Jubilee Committee for the th anniversary of the birth of Charles Aznavour took place   The US Embassy would like to offer sincere condolences to Gagik Ginosyans family friends and colleagues   Gagik Ginosyan passed away   Repository of Dishes created to preserve Armenian national dishes,"
"Sergei Parajanovs centennial was celebrated in Geneva under the auspices of the Permanent Mission of Armenia and UNESCO   The parties discussed the need to deepen their joint work in studying the ArmenianIranian written heritage   In the National Library and Archives of Iran there will be an Armenian corner and five Armenian manuscripts will be examined   According to that false plan the Armenian Goshavank is an Albanian Turkish temple in the territory of the Turkish Sultanate Tatoyan Foundation   The city of Yerevan will unveil the firstever exhibition of the Anahit goddess statue from the British Museum in September    Armenian manuscripts will be examined for the first time in the largest manuscript centre of Iran   Photographic Treasury f Matenadaran presented in Isfahan   The delegation of matenadaran is in the Islamic Republic of Iran   Why are you so much beloved in the Republic of Armenia Because in your music people see and recognize themselves their emotions and feelings pains and joys disappointments and dreamsPashinyans congratulatory message   It is not enough that the state Azerbaijan existed in the th century they also had Christian monastic complexesTatoyan Foundation,"
"The stone sermons of Armenian Khachkars are a crossstitch in time Forbes India   Designers of a New Era Erika Chilingaryan on the Future of Fashion Sustainable Practices and Challenges in Armenia   AMPAS Names Teni Melidonian Chief Oscars Officer   Ambassador Sobhani emphasized the significant role of Matenadaran in strengthening the scientific and cultural ties between Armenia and Iran   Emmanuel Tjeknavorian named new music director of Milan Symphony Orchestra   Azerbaijan vandalized fraternal cemetery of Haterk village NagornoKarabakh Monument Watch   Adoption of initiative to ensure coordinated activity of preservation and protection of cultural heritage   Parliament debates Agreement on mutual recognition of documents of scientific degrees in EEU states   All roads lead to Armenia   Documentary We Thrive to screen at film festival in Izmir Turkey,"
"Digital archive of Armenian music now accessible via Armenian Museum of America website   Armenian and Ethiopian Art Share Spotlight in Baltimore Exhibit   Artak Harutyunyan The Circus MultiTalent   ANCA Welcomes Congressional Scrutiny of Attacks on Jerusalems Armenian Quarter   Deputy Minister of Education Science Culture and Sport Systemized activity of preservation and protection of cultural heritage to be defined   Sergei Parajanovs statue to be installed in Yerevan Photo series   Azerbaijan continues to carry out cultural genocide in Artsakh   Ben Alexanders New Book Ararat in America Armenian American Culture and Politics in the Twentieth Century Published   Performance of Azad a healing odyssey to be held in Los Angeles   Armenian Star of the Indian Films,"
"Armenia International Music Festival as the Primary Event in the Development of the Cultural Tourism in Armenia   Ruben Yessayn  Armenian and  Spanish   Amerikatsi Armenias submission makes Oscars shortlist for first time   The Special Rapporteur in the field of Cultural Rights has sent a communication to Azerbaijan expressing concern about the destruction and appropriation of the Armenian historical cultural and religious heritage in NagornoKarabakh   Netflix films to be produced in Armenia   Paris to name part of Champslyses gardens after Charles Aznavour   Gyumri to be named CIS sports capital    Nikol Pashinyan and Anna Hakobyan visit the exhibition entitled Ghosts of the Death of Communism   The Government of Armenia donates a precious Gospel of the th century to Matenadaran   Serj Tankian Cesar Gueikian and Tony Iommi will donate all proceeds from the sale of Deconstruction,"
"Tradition of blacksmithing in Gyumri inscribed on the UNESCO Intangible Cultural Heritage List   The Mud by Vahan Grigoryan was showcased in New York and London during the AGBU Arts Armenians in Film screenings   Caroline Consten I Want to Become the Voice of Armenia   UN Special Rapporteur on cultural rights expressed concern on ongoing pattern of destruction and appropriation of Armenian historically culturally and religiously significant sites and objects of organised reinterpretation of history of NagornoKarabakh   Committee approves candidacies nominated for vacancies of CTR member   The second session of the Jubilee Committee for the th birth anniversary of Charles Aznavour was held   GardmanShirvanNakhijevan responds to Bakus systemic hysteria regarding the protection of Armenian cultural heritage   I have been receiving messages from cybercriminals who use artificial intelligence to create defamatory videos about me Eduard Topchjan   Mark Grigoryan Wed like to say that the city was richer when the Armenians were there and they were creating Yes the Armenians were enriching Baku   A concert dedicated to the th anniversary of Aram Khachatryan was held under the auspices of Arayik Harutyunyan and Revaz Javelidze,"
"Arayik Harutyunyan attends the opening ceremony of the memorial plaque dedicated to Aram Khachatryan in Tbilisi   The Armenian Who Conquered GemGenve   Benefit concert on Mount Desert Island for Artsakh refugees   The first session of the jubilee commission for the th anniversary of the birth of Sergei Parajanov was held   This is the fifth Armenian cemetery impacted since Nov  Caucasus Heritage Watch   Construction in Shushi has damaged archaeological remains of  Armenian Meghretsots church  CHW   NYPL Honors Vartan Gregorian with Renaming of Center for Research in the Humanities   US Embassy Announces Preservation of Yereruyk Basilica through Ambassadors Fund for Cultural Preservation   The IDFA Award for Best Film goes to  by Shoghakat Vardanyan   Benefit concert for Artsakh refugees to be held in Boston,"
"Three Armenian artists head to Brussels for creative residency   Adamyan Dazzles on Stage in Pasadena   Michael Barakiva Writer Director Maker of Feasts   Ararat Mirzoyan and Audrey Azoulay emphasized the importance of deployment of UNESCOs factfinding mission to NagornoKarabakh for independent monitoring and mapping of the cultural monuments on the ground   Armenian American Museum Hosts Los Angeles Philharmonic Reception   Returning to the Motherland Mireille Goguikians Retrospective in Yerevan   Nikol Pashinyan chairs the discussion of draft culture strategy   Zhanna Andreasyan This is an unprecedented increase because there was no such large increase in previous years   Lawyer Maestro Sergey Smbatyan is acquitted   Harutyun Khachatryan receives the A Life of Cinema award at the Benalmdena International Film Festival,"
"Diana Sahakyan Honors Women Composers   Armenian Museum of America presents Early Recordings of Armenian Classics by Ara Dinkjian on November    The Historical and Cultural Heritage of the NagornoKarabakh Conflict Zone bookalbum at the end of the year   History Poignantly Retold Auroras Sunrise and Amerikatsi A Critical Perspective   Regulation aimed at protecting interests of advertisers and television companies   You are a great musician Svetik   Globally Celebrated Artists Invited to Yerevan to be Part of the Armenia International Music Festival   The priest fathers were able to bring out only the small sacred things the utensils of the Holy Table The Primate of the Artsakh Diocese   Laura Zarougian Singer Songwriter Armenian Cowgirl   Alfred Museum Exhibit Dedicated to Works by Sculptor Reuben Nakian,"
"Armen Ra Multidisciplinary Artist Master of Theremin   Vibrant Concert Programs in the Armenia International Music Festival   In his presence the Armenian dance art gained solidity   UNESCO removed its records proving that the Kochari dance is Armenian and no name change and manipulation can take it away from the Armenian people   We have to live We have no right to raise our children in mourning Hakob Ghazanchyan   Mel Gibson To the Armenian people who still suffer I say Dont lose heart God is with you   The Zoryan Institute Hosts Book Talk Highlighting the Experiences of Tattooed Women Survivors of Genocide with Dr Elyse Semerdjian   The singer from Artsakh is an international awardwinner   Inaugural Pasadena Armenian Festival Set for November    Armenia selects Amerikatsi as its official entry for the Oscars international feature film category,"
"Saroyan yesterday today and tomorrow A public lecture at the National Library   Aznavours Monument will be placed in Aznavours Square   Yerevan has not been so jazzy yet   Nareg is the beating heart and the driving force of the Naregatsi Art Institute   Artist panel at Armenian Museum to feature Harvards Christina Maranci and Hrag Vartanian of Hyperallergic   Hrayr Toukhanian Director of Assignment Berlin Film Based on Life of Tehlirian Dies   Application in general of any measure of restraint against Sergey Smbatyan is illegal and nonjustified   Suren Shahidjanyan sings Tsitsernak for Artsakh   Camille Gregorian creates beauty and promotes healing through art   The Song of Flying Leaves a short animation by Armine Anda is included in Children Film Competition of Imaginaria Animation Festival in Italy and in Strange Guests program for teenagers of Animist Talin in Estonya,"
"Disneys Controversial Ataturk Movie Angered both Armenians and Turks   MANIFESTO for ARTSAKH   Podcast Brings Storytelling to Armenian Experience   Nassim Taleb about Armenian friends chaos and internationalism   We must emphasize that enabling Maestro Smbatyans unhindered international cultural engagement is crucial for upholding the esteemed reputation of the Armenian State Symphony Orchestra and the Republic of Armenia   I dont know how to interpret the verse about the fraud that has crossed all the boundaries of imagination Defender of Armen and Sergey Smbatyans   Snoop Doggs concert will take place in Yerevan on September    I am proud that the ARPA International Film Festival is loved and respected   Aznavour by Kasparian Exhibition in Paris   American filmmaker Ted Braun will visit Armenia,"
"My children really enjoy reading the book and are proud that it is their mothers creationHasmik GrigoryanBelich author of the Armenian book Hello Sun   The first Kapan International Music Festival will not be the last one Photo series   Vicki Shoghag Hovanessian Appointed Cultural Advisor of Embassy of Armenia to US   Disney whitewashes genocidal Turkish dictator Kemal Atatrk   Florin Kevorkians Romanian Odyssey with Film   A Katapult to revitalise the creative economy in Armenia   US Embassy Celebrates Independence Day and Memphis Blues Photo series   The latest volume of the book series The Armenians of the World  is dedicated to Armenian philanthropists of the world   My love to Artsakh The blockade is a challenge as well as a struggle   Boston Hamazkayin screening the documentary Blessing of the Mountain,"
"Little Singers of Armenia Celebrate Bach Jubilee and Their Own   The positions of eteaching and information systems specialist and psychologist were included They will be mandatory in all schools from September   The preservation of other peoples culture is your nations passport where it is written in black and white are you a barbarian or a civilized people   Azerbaijan  Corrupt  Terrorist  Evil   Initiative proposes to double amount of fine in case of violation of rules of preservation and use of monuments   Ucom Will Keep On Providing HighSpeed Internet Access to the Komitas MuseumInstitute   The Dutch will sing in Armenian   Wiebke Zollmann Finds Her Joy Living Working and Creating in Yerevan   Photography and installation explore issues of dislocation and cultural identity at Armenian Museum of America   New EUfunded Maestro application in Armenia makes classical music education more accessible,"
"Genocide and Women Teaching about the roles women play in genocidal and postgenocidal societies   US Embassy Announces Armenian Tour of Hip Hop Band Black Alley   Artsakhs Ombudsman calls on UNESCO to take action as Azerbaijan continues distorting Armenian heritage   YSITC students academic article  winner of the international competition   European Film Festival takes place in Yerevan until  May   Ambassador Kvien enjoyed her visit to Geghard Monastery and Garni Temple   US faults Azerbaijan for destroying Armenian religious landmarks in Artsakh   It is proposed to make the administrative penalties of violations of preservation of nature immovable monuments of history and culture and orders of use stricter   Azerbaijan to Restore Armenian Monastery as Albanian   I know Armenia is a country that cares a lot about theater and has a very good audience,"
